ProductKey,CurrencyAlternateKey,FIRST_NAME,LAST_NAME,OrderDateKey,OrderQuantity,UnitPrice,SecretCode
358,USD,Marty,Simpson,23.02.2012 00:00:00,1,2049,10,2CACFBF4-E
360,AUD,Sarah,Martinez,23.02.2012 00:00:00,1,2049,10,34ECADF9-1
323,AUD,Roy,Vazquez,23.02.2012 00:00:00,1,782,99,A89B3D09-0
379,GBP,Raul,Deng,24.02.2012 00:00:00,1,2181,56,D3694768-0
369,CAD,Lucas,Cox,24.02.2012 00:00:00,1,2443,35,D2CA94F0-2
369,USD,Timothy,Phillips,24.02.2012 00:00:00,1,2443,35,A51183E1-2
335,GBP,Ebony,Sanz,24.02.2012 00:00:00,1,782,99,B78D8D26-D
327,GBP,Ricky,Ruiz,24.02.2012 00:00:00,1,782,99,1FAA3CAB-B
377,USD,Angel,Rivera,24.02.2012 00:00:00,1,2181,56,4B02F0E7-7
354,USD,Devon,Pal,24.02.2012 00:00:00,1,2071,42,3B66E518-6
333,USD,Jada,Murphy,24.02.2012 00:00:00,1,782,99,A97E4A82-8
333,USD,Mya,Griffin,24.02.2012 00:00:00,1,782,99,99BA35D4-0
373,AUD,Christine,Goel,24.02.2012 00:00:00,1,2181,56,F9E465BC-F
362,AUD,Colin,Stone,24.02.2012 00:00:00,1,2049,10,0BD327C8-D
379,USD,Tommy,Pal,25.02.2012 00:00:00,1,2181,56,7B5BB888-3
369,USD,Cameron,Jai,25.02.2012 00:00:00,1,2443,35,F625718B-E
379,USD,Willie,Gao,25.02.2012 00:00:00,1,2181,56,0DD927E7-E
375,USD,Elizabeth,Lee,25.02.2012 00:00:00,1,2181,56,1306CA40-9
370,USD,Vanessa,Ross,25.02.2012 00:00:00,1,2443,35,7E0C17BB-3
377,USD,Lucas,Thomas,25.02.2012 00:00:00,1,2181,56,0C3ADEF3-C
373,USD,Eric,Campbell,25.02.2012 00:00:00,1,2181,56,4E5DD303-C
343,USD,Stephanie,Baker,25.02.2012 00:00:00,1,782,99,F4DEE85A-5
362,USD,Tara,Chande,26.02.2012 00:00:00,1,2049,10,AC7C6AED-C
377,USD,Julia,Thomas,26.02.2012 00:00:00,1,2181,56,D72DE1D8-4
373,USD,Jorge,Hu,26.02.2012 00:00:00,1,2181,56,7F37B7B0-A
379,USD,Jackson,Lopez,26.02.2012 00:00:00,1,2181,56,11FD4D0D-B
377,USD,Sara,Peterson,26.02.2012 00:00:00,1,2181,56,4177E5BD-5
360,AUD,Christy,Chow,26.02.2012 00:00:00,1,2049,10,07287559-2
379,USD,Savannah,Edwards,27.02.2012 00:00:00,1,2181,56,7CAA2486-3
369,GBP,Juan,Romero,27.02.2012 00:00:00,1,2443,35,D959D7C1-3
333,GBP,Jordan,Foster,27.02.2012 00:00:00,1,782,99,37AB745B-6
356,CAD,Isabella,Campbell,27.02.2012 00:00:00,1,2071,42,56B1DCA2-F
368,AUD,Latoya,Jai,27.02.2012 00:00:00,1,2443,35,1027409F-C
369,AUD,Kate,Lal,27.02.2012 00:00:00,1,2443,35,5ACCD100-C
356,AUD,Kristina,Fernandez,27.02.2012 00:00:00,1,2071,42,3C386136-5
339,AUD,Michele,Luo,27.02.2012 00:00:00,1,782,99,30EBD5B3-8
354,USD,Susan,Liang,28.02.2012 00:00:00,1,2071,42,2FB8FC58-0
373,GBP,Christy,Luo,28.02.2012 00:00:00,1,2181,56,C96C0E99-3
371,USD,Eduardo,White,28.02.2012 00:00:00,1,2181,56,623D1E0D-5
369,USD,Erin,Bradley,28.02.2012 00:00:00,1,2443,35,BCDD13D1-4
368,CAD,Natalie,Parker,28.02.2012 00:00:00,1,2443,35,89089447-7
360,USD,Anna,Lewis,28.02.2012 00:00:00,1,2049,10,FFE78D94-2
379,AUD,Allen,Suri,28.02.2012 00:00:00,1,2181,56,1183EA95-F
354,AUD,Trisha,Zhou,28.02.2012 00:00:00,1,2071,42,EC8544F0-9
356,AUD,Tyrone,Ortega,28.02.2012 00:00:00,1,2071,42,1F4E42C3-0
360,AUD,Ian,Martinez,28.02.2012 00:00:00,1,2049,10,5A3F2DF7-8
321,AUD,Aimee,Zhang,28.02.2012 00:00:00,1,782,99,DA590642-B
331,AUD,Brandy,Garcia,28.02.2012 00:00:00,1,782,99,61CEBCD1-8
321,USD,Terrance,Sara,29.02.2012 00:00:00,1,782,99,9F6C3073-6
356,USD,Brianna,Diaz,29.02.2012 00:00:00,1,2071,42,7A1D6DB0-2
375,USD,Donna,Deng,01.03.2012 00:00:00,1,2181,56,C27451CE-A
373,USD,Seth,Rodriguez,01.03.2012 00:00:00,1,2181,56,DCE22862-8
370,GBP,Rosa,Wu,01.03.2012 00:00:00,1,2443,35,0AE24FDD-0
341,USD,Haley,Patterson,01.03.2012 00:00:00,1,782,99,BED4DA65-B
381,AUD,Micah,Sun,01.03.2012 00:00:00,1,1000,44,04B96A6C-3
371,USD,Katelyn,Scott,01.03.2012 00:00:00,1,2181,56,5F5964E0-5
383,GBP,Jamie,Liu,02.03.2012 00:00:00,1,1000,44,4088238F-5
358,USD,Marshall,Zhu,02.03.2012 00:00:00,1,2049,10,AD212830-E
370,USD,Carrie,Alonso,02.03.2012 00:00:00,1,2443,35,BE732CFD-A
379,USD,Chloe,Griffin,02.03.2012 00:00:00,1,2181,56,2D7FC725-9
369,AUD,Cedric,Nara,02.03.2012 00:00:00,1,2443,35,49582BAB-1
379,AUD,Brandi,Hernandez,02.03.2012 00:00:00,1,2181,56,06A37967-2
369,AUD,Pearlie,Rusek,02.03.2012 00:00:00,1,2443,35,FE645954-6
352,AUD,Ruth,Gonzalez,02.03.2012 00:00:00,1,2071,42,AC2970B4-3
352,USD,Peggy,Smith,03.03.2012 00:00:00,1,2071,42,0DA25A21-9
325,GBP,Calvin,Shan,03.03.2012 00:00:00,1,782,99,EBBFE3B4-F
331,GBP,Kelvin,Tang,03.03.2012 00:00:00,1,782,99,0757D370-F
371,AUD,Jacquelyn,Hernandez,03.03.2012 00:00:00,1,2181,56,1EFE27B5-C
373,AUD,Marie,Vazquez,03.03.2012 00:00:00,1,2181,56,6E655FDE-D
370,AUD,Ann,Madan,03.03.2012 00:00:00,1,2443,35,CE29D6FC-2
379,USD,Stefanie,Raman,04.03.2012 00:00:00,1,2181,56,3DA14341-F
371,GBP,Cassie,Luo,04.03.2012 00:00:00,1,2181,56,FDC07179-6
371,USD,Carla,Prasad,04.03.2012 00:00:00,1,2181,56,C2B49256-7
377,USD,Katherine,Brown,04.03.2012 00:00:00,1,2181,56,88828EC9-7
377,GBP,Kendra,Alonso,05.03.2012 00:00:00,1,2181,56,4BC5BEE9-E
379,USD,Taylor,Williams,05.03.2012 00:00:00,1,2181,56,38F57299-6
368,AUD,Evan,Edwards,05.03.2012 00:00:00,1,2443,35,478B77FE-5
371,AUD,Kaylee,Gonzalez,05.03.2012 00:00:00,1,2181,56,A5638810-8
369,USD,Tabitha,Jimenez,06.03.2012 00:00:00,1,2443,35,5BD78A17-4
335,USD,Chad,Pal,06.03.2012 00:00:00,1,782,99,1267C0AF-C
358,USD,Dustin,Jai,07.03.2012 00:00:00,1,2049,10,A04FEFD1-7
373,USD,Gilbert,Huang,07.03.2012 00:00:00,1,2181,56,9EDC6127-4
368,USD,Kurt,Raheem,07.03.2012 00:00:00,1,2443,35,B61C5BAD-E
371,GBP,Wesley,Guo,07.03.2012 00:00:00,1,2181,56,E9DBEDF5-9
370,USD,Rebekah,Moreno,07.03.2012 00:00:00,1,2443,35,3ECDDA6B-B
325,CAD,Anthony,Clark,07.03.2012 00:00:00,1,782,99,0217FCFD-6
377,AUD,Randall,Ramos,07.03.2012 00:00:00,1,2181,56,88C2F1D7-B
369,AUD,Orlando,Hernandez,07.03.2012 00:00:00,1,2443,35,1F3CA2C4-8
360,GBP,Julie,Raje,07.03.2012 00:00:00,1,2049,10,878BABDE-E
383,GBP,Willie,Sun,08.03.2012 00:00:00,1,1000,44,FEC379BA-0
383,GBP,Carrie,Browning,08.03.2012 00:00:00,1,1000,44,1E38B1B1-8
360,USD,Heidi,Subram,08.03.2012 00:00:00,1,2049,10,AE77C6D0-B
352,USD,Alexander,Miller,08.03.2012 00:00:00,1,2071,42,D83A2C8D-5
354,USD,Faith,Brooks,08.03.2012 00:00:00,1,2071,42,EF1BA5F6-A
333,USD,Brandon,Thompson,08.03.2012 00:00:00,1,782,99,83EA9F5B-B
370,AUD,Joan,Hernandez,08.03.2012 00:00:00,1,2443,35,519FE32B-9
368,AUD,Kathryn,Shen,08.03.2012 00:00:00,1,2443,35,9360F69F-3
352,AUD,Stacy,Navarro,08.03.2012 00:00:00,1,2071,42,9A0424C2-8
375,USD,Colleen,Goel,09.03.2012 00:00:00,1,2181,56,4DDD049E-E
373,GBP,Kristine,Munoz,09.03.2012 00:00:00,1,2181,56,C3A56D4B-1
368,USD,Jay,Alonso,09.03.2012 00:00:00,1,2443,35,827DF8A8-9
377,USD,Tyrone,Suarez,09.03.2012 00:00:00,1,2181,56,A8F41A98-F
354,USD,Sara,Kelly,09.03.2012 00:00:00,1,2071,42,09E81060-F
362,USD,Julian,Powell,09.03.2012 00:00:00,1,2049,10,B9970F64-E
343,USD,Christy,Lal,09.03.2012 00:00:00,1,782,99,272AACE5-C
373,AUD,Michele,Deng,09.03.2012 00:00:00,1,2181,56,8C229A32-F
337,AUD,Rebecca,Collins,09.03.2012 00:00:00,1,782,99,F91AE129-C
389,GBP,Nina,Chande,10.03.2012 00:00:00,1,1000,44,3B4EC5AA-0
369,GBP,Caitlin,Ward,10.03.2012 00:00:00,1,2443,35,06F306CA-8
387,USD,Kaitlyn,Gray,10.03.2012 00:00:00,1,1000,44,2E1B7E28-0
371,USD,Jasmine,White,10.03.2012 00:00:00,1,2181,56,FCB66E2A-F
370,AUD,Candace,Sanchez,10.03.2012 00:00:00,1,2443,35,4BF405E0-C
379,AUD,Sheila,Navarro,10.03.2012 00:00:00,1,2181,56,FBC43E6B-8
354,GBP,Karla,She,10.03.2012 00:00:00,1,2071,42,6F3E4969-2
360,USD,Billy,Gutierrez,10.03.2012 00:00:00,1,2049,10,60A82FB5-7
352,USD,Meredith,Ruiz,11.03.2012 00:00:00,1,2071,42,DD98B37A-E
377,USD,Gabrielle,Washington,11.03.2012 00:00:00,1,2181,56,FDDF828C-B
329,USD,Alexandria,Gonzales,11.03.2012 00:00:00,1,782,99,45171766-1
339,USD,Elijah,Hayes,11.03.2012 00:00:00,1,782,99,1BCF9ADD-3
383,AUD,Roy,Srini,11.03.2012 00:00:00,1,1000,44,8E47AD5A-5
371,AUD,Jill,Carlson,11.03.2012 00:00:00,1,2181,56,74445283-F
329,AUD,Michael,Thompson,11.03.2012 00:00:00,1,782,99,DD55FDA5-E
385,USD,Nathan,Lopez,12.03.2012 00:00:00,1,1000,44,B1197525-F
387,USD,Alexandra,Lopez,12.03.2012 00:00:00,1,1000,44,1665C108-1
371,USD,Gail,Griffin,12.03.2012 00:00:00,1,2181,56,55D8EAEF-A
379,USD,Jerome,Diaz,12.03.2012 00:00:00,1,2181,56,BA84D72A-4
329,GBP,Derek,Xu,12.03.2012 00:00:00,1,782,99,EB720F75-3
362,USD,Trevor,Washington,12.03.2012 00:00:00,1,2049,10,592D5651-D
341,USD,Eduardo,Torres,12.03.2012 00:00:00,1,782,99,5B3BC1C2-E
373,AUD,Darryl,Yang,12.03.2012 00:00:00,1,2181,56,19A4CA9E-A
377,AUD,Jay,Kapoor,12.03.2012 00:00:00,1,2181,56,3EF7C395-C
358,AUD,Jay,Arthur,12.03.2012 00:00:00,1,2049,10,EC36E1DF-E
354,USD,Sabrina,Serrano,12.03.2012 00:00:00,1,2071,42,0FA48D91-A
360,USD,Mallory,Munoz,13.03.2012 00:00:00,1,2049,10,92F4F6B9-7
333,USD,Monique,Gutierrez,13.03.2012 00:00:00,1,782,99,6668CEC4-8
331,GBP,Brenda,Kapoor,13.03.2012 00:00:00,1,782,99,6CF27A55-0
343,USD,Abigail,Griffin,13.03.2012 00:00:00,1,782,99,F93B7446-4
337,USD,Edward,Thompson,13.03.2012 00:00:00,1,782,99,0DE63F32-E
371,AUD,Bryant,Rana,13.03.2012 00:00:00,1,2181,56,90815601-F
368,AUD,Armando,Hernandez,13.03.2012 00:00:00,1,2443,35,B286D688-1
354,AUD,Mohamed,Pal,13.03.2012 00:00:00,1,2071,42,CD48920E-8
362,GBP,Jenny,Xu,13.03.2012 00:00:00,1,2049,10,AFD5E9D8-7
368,USD,Tommy,Raheem,13.03.2012 00:00:00,1,2443,35,16DE0726-F
379,USD,Maurizio,Macagno,14.03.2012 00:00:00,1,2181,56,BF05068B-A
377,USD,Bryan,James,14.03.2012 00:00:00,1,2181,56,B54E2820-B
370,CAD,Isaiah,Howard,14.03.2012 00:00:00,1,2443,35,71D450ED-F
362,AUD,Amy,Chow,14.03.2012 00:00:00,1,2049,10,D8771907-A
325,CAD,Steven,Cook,15.03.2012 00:00:00,1,782,99,AEA8EF91-5
321,USD,Fernando,Jackson,15.03.2012 00:00:00,1,782,99,60875743-C
377,AUD,Daisy,Jim+enez,15.03.2012 00:00:00,1,2181,56,1A14B9B6-3
368,AUD,Jenny,Ferrier,15.03.2012 00:00:00,1,2443,35,8DA362DB-D
356,GBP,Alan,He,15.03.2012 00:00:00,1,2071,42,9349AC41-7
377,USD,Julia,Morris,16.03.2012 00:00:00,1,2181,56,14A53F6E-5
389,AUD,Stacy,Serrano,16.03.2012 00:00:00,1,1000,44,8A63FA2C-4
379,AUD,Barry,Kov+?r,16.03.2012 00:00:00,1,2181,56,84009649-F
375,AUD,Rafael,Xu,16.03.2012 00:00:00,1,2181,56,40F60B44-D
379,AUD,Jimmy,Dominguez,16.03.2012 00:00:00,1,2181,56,78E5B66D-1
352,USD,Phillip,Martinez,17.03.2012 00:00:00,1,2071,42,1FAFAA76-9
377,USD,Frank,Vazquez,17.03.2012 00:00:00,1,2181,56,DF092DD3-B
368,USD,Ariana,Bell,17.03.2012 00:00:00,1,2443,35,89D601C9-4
369,USD,Tracy,Pal,17.03.2012 00:00:00,1,2443,35,B3759F77-5
333,USD,Bailey,King,17.03.2012 00:00:00,1,782,99,24A99F44-9
362,USD,Taylor,Peterson,17.03.2012 00:00:00,1,2049,10,63DC0946-D
377,AUD,Clarence,Xu,17.03.2012 00:00:00,1,2181,56,1C1CFCDE-A
370,AUD,Dawn,Nara,17.03.2012 00:00:00,1,2443,35,CE5197A3-B
352,AUD,Marshall,Li,17.03.2012 00:00:00,1,2071,42,427815F6-1
371,USD,Heidi,Prasad,18.03.2012 00:00:00,1,2181,56,0C203B79-2
389,USD,Cynthia,Srini,18.03.2012 00:00:00,1,1000,44,27A24E85-1
375,USD,Steven,Sanders,18.03.2012 00:00:00,1,2181,56,594F7A73-E
373,USD,Jessie,Vazquez,18.03.2012 00:00:00,1,2181,56,1E99BC9A-7
379,USD,Paula,Vazquez,18.03.2012 00:00:00,1,2181,56,26A25D93-9
341,USD,Cesar,Garcia,18.03.2012 00:00:00,1,782,99,4FCDFBF0-3
329,USD,Eduardo,Brooks,18.03.2012 00:00:00,1,782,99,464D3170-E
327,USD,Evan,Green,18.03.2012 00:00:00,1,782,99,C7E23031-A
371,AUD,Brandi,Suarez,18.03.2012 00:00:00,1,2181,56,6AE46F3D-8
379,GBP,Ryan,Ross,19.03.2012 00:00:00,1,2181,56,0065D7FE-8
383,USD,Amanda,Torres,19.03.2012 00:00:00,1,1000,44,99214AD3-B
356,USD,Elizabeth,Wood,19.03.2012 00:00:00,1,2071,42,C8AC0FE3-6
360,USD,Dalton,Simmons,19.03.2012 00:00:00,1,2049,10,0077B299-F
385,AUD,Lindsey,Raje,19.03.2012 00:00:00,1,1000,44,B7792726-2
325,AUD,Erica,Sun,19.03.2012 00:00:00,1,782,99,4D4A26F6-D
343,AUD,Cory,Madan,19.03.2012 00:00:00,1,782,99,614A4381-0
369,USD,Katrina,Tang,20.03.2012 00:00:00,1,2443,35,1CC8E137-2
373,USD,Terrence,Xie,20.03.2012 00:00:00,1,2181,56,E223B40E-9
373,CAD,Savannah,Young,20.03.2012 00:00:00,1,2181,56,3283ECE6-2
358,USD,Kyle,Holt,20.03.2012 00:00:00,1,2049,10,319163F1-1
362,USD,Jack,Jai,20.03.2012 00:00:00,1,2049,10,B8E8555C-A
389,USD,Alexa,Peterson,21.03.2012 00:00:00,1,1000,44,772397F3-2
379,USD,Ronald,Kapoor,21.03.2012 00:00:00,1,2181,56,C5A16D6B-2
323,USD,Katelyn,Howard,21.03.2012 00:00:00,1,782,99,4BAFB3E3-D
379,AUD,Drew,Jai,21.03.2012 00:00:00,1,2181,56,A68603D4-8
375,AUD,Philip,Rubio,21.03.2012 00:00:00,1,2181,56,8DB0DE4F-8
389,USD,Alejandro,Ma,22.03.2012 00:00:00,1,1000,44,39109CC7-A
375,USD,Priscilla,Pal,22.03.2012 00:00:00,1,2181,56,C1FB6015-4
389,USD,Nicole,Butler,22.03.2012 00:00:00,1,1000,44,922B6CE6-9
352,USD,Justin,Zhang,22.03.2012 00:00:00,1,2071,42,89D587EF-F
335,USD,Dylan,Wilson,22.03.2012 00:00:00,1,782,99,14263665-6
339,CAD,Jackson,Chen,22.03.2012 00:00:00,1,782,99,0E78488A-9
331,AUD,Emily,Long,22.03.2012 00:00:00,1,782,99,39873EEF-F
369,GBP,Kara,Goel,23.03.2012 00:00:00,1,2443,35,ACF26460-E
387,USD,Lydia,Sara,23.03.2012 00:00:00,1,1000,44,4BD26C10-B
331,USD,Brianna,Thomas,23.03.2012 00:00:00,1,782,99,DDCF7C76-6
371,AUD,Kellie,Navarro,23.03.2012 00:00:00,1,2181,56,11D91089-3
377,AUD,Cindy,Mehta,23.03.2012 00:00:00,1,2181,56,4C9DA216-7
379,AUD,Diane,Romero,23.03.2012 00:00:00,1,2181,56,0245FA5A-9
356,AUD,Tamara,Pal,23.03.2012 00:00:00,1,2071,42,1B08B3F9-A
352,GBP,Alberto,Ramos,23.03.2012 00:00:00,1,2071,42,E7CC5496-7
385,USD,Thomas,Wright,24.03.2012 00:00:00,1,1000,44,BC725650-1
339,GBP,Jimmy,Rubio,24.03.2012 00:00:00,1,782,99,95404D20-C
369,AUD,Brendan,Rai,24.03.2012 00:00:00,1,2443,35,48AB2819-2
371,AUD,Clayton,Chavez,24.03.2012 00:00:00,1,2181,56,AEE58F87-D
377,AUD,Mallory,Blanco,24.03.2012 00:00:00,1,2181,56,CE376DCD-8
321,AUD,Nancy,Rana,24.03.2012 00:00:00,1,782,99,DBA6BFE2-3
370,GBP,Erika,Carlson,25.03.2012 00:00:00,1,2443,35,2DDAE6F2-3
369,GBP,Veronica,Sai,25.03.2012 00:00:00,1,2443,35,5C71DCBD-E
370,USD,Robin,Vazquez,25.03.2012 00:00:00,1,2443,35,409C3880-C
354,USD,Brenda,Rodriguez,25.03.2012 00:00:00,1,2071,42,89217E9B-1
352,USD,Tyler,Robinson,25.03.2012 00:00:00,1,2071,42,CD835CA6-C
343,CAD,Lucas,Coleman,25.03.2012 00:00:00,1,782,99,4134729A-1
371,AUD,David,Li,25.03.2012 00:00:00,1,2181,56,9E3EFE97-B
356,USD,Kristin,Andersen,25.03.2012 00:00:00,1,2071,42,AB5D8C9E-D
354,GBP,Gerald,Rodriguez,25.03.2012 00:00:00,1,2071,42,479EF41C-5
331,AUD,Micheal,Dominguez,25.03.2012 00:00:00,1,782,99,31EAD771-C
371,USD,Destiny,Cox,26.03.2012 00:00:00,1,2181,56,85789426-1
362,USD,Dylan,Martinez,26.03.2012 00:00:00,1,2049,10,0779C49A-2
329,USD,Blake,Phillips,26.03.2012 00:00:00,1,782,99,6EC9460D-3
354,USD,Amanda,Wright,27.03.2012 00:00:00,1,2071,42,FFD09AD5-F
321,CAD,Edward,Harris,27.03.2012 00:00:00,1,782,99,AA412630-C
383,USD,Sydney,Wilson,28.03.2012 00:00:00,1,1000,44,B26182E3-E
389,GBP,Sergio,Prasad,28.03.2012 00:00:00,1,1000,44,22C73094-9
375,USD,Isabel,Barnes,28.03.2012 00:00:00,1,2181,56,90D4386D-C
375,USD,Jodi,Kumar,28.03.2012 00:00:00,1,2181,56,D6CDBF85-8
352,CAD,Morgan,Williams,28.03.2012 00:00:00,1,2071,42,7E80A56D-7
368,AUD,Francisco,Subram,28.03.2012 00:00:00,1,2443,35,EDDD3F17-5
356,GBP,Emmanuel,Garcia,28.03.2012 00:00:00,1,2071,42,0C4CA948-3
377,GBP,Kate,Becker,29.03.2012 00:00:00,1,2181,56,7844C8B9-3
370,GBP,Ricardo,Sharma,29.03.2012 00:00:00,1,2443,35,881436D6-7
377,CAD,Alexandra,Sanders,29.03.2012 00:00:00,1,2181,56,F2CC73DA-1
333,GBP,Pamela,Kapoor,29.03.2012 00:00:00,1,782,99,5684A664-8
325,USD,Krystal,Zhang,29.03.2012 00:00:00,1,782,99,7F5D7533-C
387,AUD,Dwayne,Ortega,29.03.2012 00:00:00,1,1000,44,77C57EAE-0
385,AUD,Kelli,She,29.03.2012 00:00:00,1,1000,44,720203C1-5
368,AUD,Jay,Ramos,29.03.2012 00:00:00,1,2443,35,194441C8-9
327,AUD,Latoya,Chander,29.03.2012 00:00:00,1,782,99,7980CCAF-2
362,GBP,Todd,Zeng,30.03.2012 00:00:00,1,2049,10,C2F210CA-5
369,USD,Kaitlyn,Evans,30.03.2012 00:00:00,1,2443,35,CFBA24AE-D
375,USD,Anthony,Jones,30.03.2012 00:00:00,1,2181,56,6CDC6289-E
333,USD,Marie,Diaz,30.03.2012 00:00:00,1,782,99,9CC620A2-5
343,CAD,Fernando,Russell,30.03.2012 00:00:00,1,782,99,752B34AB-B
358,AUD,Andre,Garcia,30.03.2012 00:00:00,1,2049,10,2291863F-A
356,AUD,Brendan,Xie,30.03.2012 00:00:00,1,2071,42,4D6E3B2E-1
327,AUD,Alexandra,Flores,30.03.2012 00:00:00,1,782,99,12FF3CCB-E
329,GBP,Courtney,Lopez,31.03.2012 00:00:00,1,782,99,F04E40E2-5
325,USD,Rachel,Gonzales,31.03.2012 00:00:00,1,782,99,7B113779-A
337,USD,Carson,Barnes,31.03.2012 00:00:00,1,782,99,9A09E499-0
375,AUD,Joe,Srini,31.03.2012 00:00:00,1,2181,56,6A8F4AB2-9
362,AUD,Barbara,Goel,31.03.2012 00:00:00,1,2049,10,D74B2775-7
360,AUD,Carly,Goel,31.03.2012 00:00:00,1,2049,10,26EF9BCF-A
360,AUD,Mayra,Mehta,31.03.2012 00:00:00,1,2049,10,66DA52F7-B
358,AUD,Rafael,Ma,31.03.2012 00:00:00,1,2049,10,13F33FE2-F
371,USD,Bethany,Lal,01.04.2012 00:00:00,1,2181,56,5F276D5A-4
352,USD,Jason,Bryant,01.04.2012 00:00:00,1,2071,42,23656AE1-3
371,AUD,Cesar,Sara,01.04.2012 00:00:00,1,2181,56,59EAF17A-0
369,AUD,Jacqueline,Torres,01.04.2012 00:00:00,1,2443,35,B4C3DE49-9
369,AUD,Glenn,Liang,01.04.2012 00:00:00,1,2443,35,43B17C8B-8
377,AUD,Natasha,Ruiz,01.04.2012 00:00:00,1,2181,56,69C09E69-0
360,AUD,Madalena,Sanchez,01.04.2012 00:00:00,1,2049,10,107D04AF-B
389,USD,Sydney,James,02.04.2012 00:00:00,1,1000,44,5D4AE4BF-8
387,USD,Franklin,Sharma,02.04.2012 00:00:00,1,1000,44,C8E07FF1-1
354,GBP,Justin,Alexander,02.04.2012 00:00:00,1,2071,42,E327EAB8-2
379,GBP,Priscilla,Chander,02.04.2012 00:00:00,1,2181,56,0B6FF8E0-8
371,GBP,Frederick,Madan,02.04.2012 00:00:00,1,2181,56,437FFF3B-3
375,USD,Noah,Ross,02.04.2012 00:00:00,1,2181,56,F0B0CBB1-8
371,USD,Haley,Bryant,02.04.2012 00:00:00,1,2181,56,7B6B779B-2
325,USD,Phillip,Rodriguez,03.04.2012 00:00:00,1,782,99,2E896BA0-C
352,USD,Marcus,Diaz,03.04.2012 00:00:00,1,2071,42,82D6655D-7
379,AUD,Cynthia,Martinez,03.04.2012 00:00:00,1,2181,56,C31CFFB3-8
356,USD,Rebekah,Torres,04.04.2012 00:00:00,1,2071,42,6ACE0335-7
360,USD,Mariah,Washington,04.04.2012 00:00:00,1,2049,10,178073E8-7
358,USD,Angelica,Bryant,04.04.2012 00:00:00,1,2049,10,3D2BA864-8
381,AUD,Jill,Murphy,04.04.2012 00:00:00,1,1000,44,C60C4A9F-3
371,AUD,Eddie,Torres,04.04.2012 00:00:00,1,2181,56,AA0AFA19-5
360,AUD,Renee,Suarez,04.04.2012 00:00:00,1,2049,10,B9642B9E-9
343,AUD,Shannon,Ortega,04.04.2012 00:00:00,1,782,99,53226F6D-9
377,AUD,Gary,Romero,05.04.2012 00:00:00,1,2181,56,70D51D35-C
369,AUD,Philip,Romero,05.04.2012 00:00:00,1,2443,35,E107738A-F
325,USD,Ashley,Perry,05.04.2012 00:00:00,1,782,99,0B7C1558-7
333,USD,Charles,Rodriguez,05.04.2012 00:00:00,1,782,99,4D0DCAC6-2
369,AUD,Beth,Moreno,05.04.2012 00:00:00,1,2443,35,B5F2D011-B
352,AUD,Brooke,Ward,05.04.2012 00:00:00,1,2071,42,11B1F461-B
339,AUD,Toni,Malhotra,05.04.2012 00:00:00,1,782,99,0480A645-3
354,GBP,Cristina,Beck,06.04.2012 00:00:00,1,2071,42,3E06A6DE-3
375,USD,Tara,Nath,06.04.2012 00:00:00,1,2181,56,511844C2-A
381,USD,Jackson,Zhang,06.04.2012 00:00:00,1,1000,44,C8C3B4ED-9
379,CAD,Arianna,Hayes,06.04.2012 00:00:00,1,2181,56,0BD51628-4
377,AUD,Ivan,Fernandez,06.04.2012 00:00:00,1,2181,56,9627C46D-4
371,AUD,Larry,Dominguez,06.04.2012 00:00:00,1,2181,56,57EC9ED6-9
356,AUD,Michele,Chande,06.04.2012 00:00:00,1,2071,42,41E4C4E5-4
356,USD,Darryl,Sun,07.04.2012 00:00:00,1,2071,42,2A0EA087-5
370,USD,Ronnie,He,07.04.2012 00:00:00,1,2443,35,003A7C32-C
368,GBP,Vincent,Sun,07.04.2012 00:00:00,1,2443,35,0D48645D-1
375,USD,Amanda,Howard,08.04.2012 00:00:00,1,2181,56,0C28D96F-6
371,AUD,Bianca,Cai,08.04.2012 00:00:00,1,2181,56,3735F95F-D
358,AUD,Virginia,Subram,08.04.2012 00:00:00,1,2049,10,B9680920-3
369,USD,Jordan,Shan,09.04.2012 00:00:00,1,2443,35,340FBBD3-5
368,USD,Shannon,Zhou,09.04.2012 00:00:00,1,2443,35,FE0CB087-A
354,CAD,Olivia,Perry,09.04.2012 00:00:00,1,2071,42,5755E3E9-B
379,AUD,Meghan,Ortega,09.04.2012 00:00:00,1,2181,56,D03ED4F9-D
371,AUD,Philip,Gutierrez,09.04.2012 00:00:00,1,2181,56,CCAD08A7-F
371,AUD,Kristi,Chapman,09.04.2012 00:00:00,1,2181,56,1E8430A9-7
354,AUD,Rafael,Raje,09.04.2012 00:00:00,1,2071,42,C78B35E7-D
360,GBP,Bruce,Ashe,10.04.2012 00:00:00,1,2049,10,E9F82310-5
373,USD,Colleen,Nara,10.04.2012 00:00:00,1,2181,56,EE0AD72F-D
329,USD,Kelvin,Raje,10.04.2012 00:00:00,1,782,99,26A3F514-7
341,GBP,Lance,Navarro,10.04.2012 00:00:00,1,782,99,D59FCF10-0
379,AUD,Cynthia,Chandra,10.04.2012 00:00:00,1,2181,56,C1FAFF1A-8
370,AUD,Jessica,Bell,10.04.2012 00:00:00,1,2443,35,0910BC11-2
379,AUD,Frank,Hernandez,10.04.2012 00:00:00,1,2181,56,03C04C5C-A
341,USD,Greg,Carter,10.04.2012 00:00:00,1,782,99,CE5C47BF-D
